Registro,Nombre del Buque,Longitud del Buque (Eslora),Muelle Asignado,Retraso Estimado (Horas)
9417,ALIZE,51.5,Marginal,-0.27
9431,NAZCA,74.25,Internacional,99.65
9583,MARIA JOSE,60.04,Fondeo no comercial,161.19
9566,ESMERALDA C,78.75,Internacional,15.58
9565,TUNAPESCA,60.44,Fondeo no comercial,10.19
9559,CAP. DANNY B,34.98,Marginal,153.49
9716,UGAVI / P-04-00700,81.0,Internacional,75.08
9276,GUAYAS,37.3,Marginal,-3.04
9722,JULIE L.,77.0,Internacional,151.61
9816,MARY LYNN,33.46,Marginal,91.41
9975,AMALIS,37.0,Fondeo no comercial,65.04
10104,ANTONIO H,39.53,Marginal,70.2
10114,CHASCA,39.87,Fondeo no comercial,7.82
10303,ORION S,92.23,Fondeo comercial,307.12
10261,GLORIA C,31.85,Marginal,484.63
10359,NORTH QUEEN,35.87,Marginal,205.57
10496,CHARO,86.79,Internacional,560.66
10544,JULIA D,62.29,Internacional,560.24
10393,DOÑA ROGE,56.97,Internacional,119.26
10370,MARY LYNN,33.46,Marginal,115.62
10547,EURO SPIRIT,188.0,Internacional,-8.63
10568,LA PEÑA,73.33,Internacional,63.12
10542,JOSELITO,32.56,Marginal,102.61
10556,FARALLON,119.95,Fondeo no comercial,18.81
9009,HAKUREI MARU 8,60.81,Internacional,96.78
8993,FARALLON,119.95,Fondeo no comercial,18.5
9026,LA PEÑA,73.33,Fondeo no comercial,195.71
9157,TXOPITUNA,77.3,Internacional,29.06
9146,ARIETE,46.0,Fondeo no comercial,171.14
9291,FEDERAL RIDEAU,199.99,Internacional,42.01
9274,CHRISTEL I (EX TASA 311),36.44,Marginal,558.3
9378,DANILO C / P-04-0604,28.5,Fondeo no comercial,557.69
9430,GLORIA C,31.85,Fondeo no comercial,46.05
9451,YELISAVA,50.4,Fondeo no comercial,190.97
9425,SUPREME ACE,199.95,Internacional,2.92
9421,JOSELITO,32.56,Marginal,381.59
9422,DOÑA NANCY,35.94,Marginal,177.93
9446,AMERICAN EAGLE,59.87,Internacional,150.59
9600,EL REY.,60.2,Internacional,245.22
9585,CARIBE TUNA,68.64,Internacional,145.52
9587,AURORA B,84.1,Internacional,160.83
9715,ALEJANDRA,42.03,Internacional,44.15
9704,DON MARIO,50.43,Marginal,271.34
9725,DANIELA,59.77,Internacional,163.15
9841,EURO STAR,109.0,Internacional,192.58
9819,SOUTHERN QUEEN,36.8,Marginal,363.09
9823,BONITO / TN-00-00387,101.8,Fondeo no comercial,22.83
9828,UGAVI DOS,77.44,Internacional,112.26
9846,MILENKA C,46.0,Fondeo no comercial,286.62
10017,JULIE L.,77.0,Internacional,369.02
10130,MONTECRISTI,39.94,Fondeo no comercial,124.59
10277,MEDJUGORJE / P-04-00006,60.28,Internacional,97.77
10288,ALTAR 10,53.61,Fondeo no comercial,165.74
10264,MARUJITA (EX TXIRRIÑE),49.0,Marginal,226.2
10273,CHASCA,39.87,Marginal,6.67
10405,DANILO C / P-04-0604,28.5,Fondeo no comercial,150.13
10394,ADRIANA,64.29,Internacional,119.05
10400,CLIPPER POLARIS,189.99,Internacional,94.35
10378,YELISAVA,50.4,Fondeo no comercial,28.44
10364,CAP. DANNY B,34.98,Marginal,183.06
10696,MARUJITA (EX TXIRRIÑE),49.0,Internacional,559.66
10560,LUCIA T,52.52,Fondeo no comercial,8.05
10570,GRENADIER.,65.85,Internacional,88.74
10546,LUCIA T,52.52,Marginal,172.15
8998,ROMEO,24.08,Fondeo no comercial,52.65
8994,DON FANIS,29.4,Fondeo no comercial,-4.79
8973,MONTECRISTI,39.94,Marginal,127.87
9017,FARALLON,119.95,Fondeo no comercial,114.84
9147,MARY LYNN,33.46,Marginal,92.84
9160,SANDERLING ACE,199.95,Internacional,9.24
9290,PLATINUM RAY,199.98,Internacional,-1.13
9297,FARALLON,119.95,Fondeo no comercial,66.89
9311,LAUTARO,61.7,Internacional,149.57
9463,ALTAR 8,53.51,Fondeo no comercial,381.5
9602,ALTAR 11,55.45,Fondeo no comercial,235.79
9569,DANILO C / P-04-0604,28.5,Fondeo no comercial,-3.04
9614,SEA GEM,68.0,Internacional,295.05
9790,LUCAS,30.63,Fondeo no comercial,508.38
9826,SCT BREITHORN,164.34,Internacional,12.61
9976,VICENTE,107.5,Fondeo no comercial,67.46
10061,MARINERO,18.0,Marginal,534.35
10221,DON ALVARO,37.55,Marginal,512.13
10119,MORNING CELLO,199.97,Internacional,11.11
10539,IGNACIO MAR I.,49.5,Marginal,510.55
10523,L JUBICA,89.28,Internacional,514.56
10402,ROMEO,24.08,Fondeo no comercial,114.89
10431,CONNIE JEAN TWO,45.75,Marginal,255.81
10404,YARA,54.58,Fondeo no comercial,125.95
10567,CABO MARZO,68.83,Internacional,31.71
10673,CAP. BERNY B,65.1,Internacional,535.81
10676,CARIBE TUNA,68.64,Fondeo no comercial,533.23
10679,UGAVI DOS,77.44,Internacional,536.0
10565,MORNING CALM,199.88,Internacional,1.29
9007,FORTICA,33.28,Fondeo no comercial,42.41
9004,NORTH QUEEN,35.87,Fondeo no comercial,31.58
9254,MARTINA C,72.1,Internacional,464.42
9163,LEONARISSO,189.99,Internacional,-2.23
9165,BOW CONDOR,133.0,Internacional,27.45
9307,ALTAR 10,53.61,Fondeo no comercial,114.06
9314,GIULIETTA,61.56,Fondeo no comercial,152.36
9289,JO LINDA,40.17,Marginal,101.97
9300,CABO MARZO,68.83,Fondeo no comercial,50.86
9450,JANE IV,78.5,Internacional,103.85
9560,DON MARIO,50.43,Marginal,388.48
9588,L JUBICA,89.28,Internacional,139.13
9563,GLORIA C,31.85,Marginal,217.09
9717,GOLD TUNA,53.96,Internacional,28.66
9711,ALDO,47.85,Marginal,248.29
9824,GLOVIS SPIRIT,199.97,Internacional,-2.88
9979,JO LINDA,40.17,Fondeo no comercial,103.09
9964,AMALIS,37.0,Marginal,30.85
9966,ARIETE,46.0,Marginal,594.48
10005,DON BARTOLO,50.04,Fondeo no comercial,196.24
10030,CAP. BERNY B,65.1,Fondeo no comercial,402.01
9980,VICTORIA Nº 168,84.36,Internacional,42.88
10136,ISLAND PRIDE Nº1,27.28,Fondeo no comercial,114.12
10214,FRIO CONFIDANZE,92.75,Internacional,490.3
10266,DANILO C / P-04-0604,28.5,Marginal,77.91
10268,JOSELITO,32.56,Fondeo no comercial,73.1
10511,CHIARA,61.56,Fondeo no comercial,488.74
10406,NORTH QUEEN,35.87,Fondeo no comercial,104.54
10401,OCEAN LADY,37.34,Fondeo no comercial,73.04
10385,DOÑA NANCY,35.94,Fondeo no comercial,-0.77
10388,CHRISTEL I (EX TASA 311),36.44,Marginal,17.85
10554,MARY LYNN,33.46,Marginal,55.37
10587,CHRISTEL I (EX TASA 311),36.44,Marginal,169.97
8997,TRIUMPH,182.8,Internacional,-5.35
9016,TIUNA,61.96,Fondeo no comercial,63.42
9076,GEMINI NRO 1,34.98,Marginal,341.61
9051,MARINERO,18.0,Marginal,205.35
9008,MINERVA,135.1,Internacional,23.7
9010,BOW CONDOR,133.0,Internacional,49.87
9173,CELSIUS MANILA,147.83,Internacional,69.32
9288,ARIETE,46.0,Marginal,215.67
9432,EL DORADO,41.76,Internacional,21.54
9437,MARINERO,18.0,Marginal,22.91
9438,FRIO CONFIDANZE,92.75,Internacional,63.27
9591,CHIARA,56.52,Internacional,127.66
9821,MARUJITA (EX TXIRRIÑE),49.0,Fondeo no comercial,138.39
9825,MARUJITA (EX TXIRRIÑE),49.0,Internacional,-2.38
9844,SEA MARK,125.67,Internacional,191.31
9968,DANILO C / P-04-0604,28.5,Marginal,159.78
10052,CABO MARZO,68.83,Internacional,489.3
10125,FARALLON,119.95,Fondeo no comercial,18.12
10236,NORTH QUEEN,35.87,Marginal,463.71
10127,CAPE FLOWER,47.06,Fondeo no comercial,23.79
10124,BUNGA LILY,146.19,Internacional,19.16
10116,ALIZE,51.5,Marginal,147.73
10301,SALICA FRIGO,132.9,Internacional,193.65
10290,REINA DE LA PAZ,91.0,Internacional,118.76
10274,MARIA FATIMA,32.4,Marginal,126.99
10517,MIRANDA,63.61,Fondeo no comercial,461.07
10389,BONITO / TN-00-00387,101.8,Fondeo no comercial,-5.45
10380,DON ALVARO,37.55,Marginal,142.57
10414,MONTECRISTI,39.94,Fondeo no comercial,114.39
10381,CHRISTEL I (EX TASA 311),36.44,Marginal,123.87
10472,PATILLO,31.13,Marginal,457.56
10463,NUEVA CADIZ,31.09,Marginal,360.12
10576,UGAVI / P-04-00700,81.0,Internacional,66.42
10699,FERNANDITO,27.81,Fondeo no comercial,487.08
10659,LA PEÑA,73.33,Fondeo no comercial,490.4
10579,FAVORITA,190.0,Internacional,75.62
10708,DOÑA TULA,48.0,Marginal,487.31
9005,PRINSENDAM,204.0,Internacional,7.57
9006,SILVER WHISPER,186.0,Internacional,-0.1
8988,FORTICA,33.28,Marginal,816.07
9117,FRIO CONFIDANZE,92.75,Internacional,465.02
9049,JO LINDA,40.17,Marginal,194.7
9190,TUNAMAR,76.75,Internacional,146.46
9192,AMANDA S,71.0,Internacional,174.02
9255,VICENTE,107.5,Internacional,416.73
9184,ROMEO,24.08,Fondeo no comercial,8.95
9298,GLOVIS SPLENDOR,199.97,Internacional,-1.44
9368,CHRISTEL I (EX TASA 311),36.44,Marginal,448.93
9292,CARMEN D,44.42,Marginal,97.05
9434,ZAANDAM,237.95,Internacional,2.8
9427,SOUTHERN QUEEN,36.8,Marginal,310.79
9428,PATRICIA LYNN,32.9,Marginal,859.93
9611,"ALTAR 6 /P-04-00827, ex Kyoshin Maru6",53.51,Fondeo no comercial,218.2
9596,TXOPITUNA,77.3,Internacional,125.56
9718,YELISAVA,50.4,Fondeo no comercial,-3.76
9755,ALESHKA,56.93,Internacional,256.66
9838,MARIA ISABEL C,65.84,Internacional,73.23
9981,LIBERTAD I,103.35,Fondeo no comercial,9.45
9988,CARMEN D,44.42,Marginal,64.83
10115,MONTENEME,54.6,Marginal,403.13
10139,COLOSUS,33.3,Fondeo no comercial,79.23
10129,BOW CONDOR,133.0,Internacional,17.7
10267,MARY LYNN,33.46,Marginal,67.09
10279,INSIGNIA,180.45,Internacional,-0.27
10333,MARIA JOSE,60.04,Internacional,426.06
10278,BETTY ELIZABETH,34.19,Marginal,16.47
10504,BP. ANDREA,78.8,Internacional,440.21
10441,MEDJUGORJE / P-04-00006,60.28,Internacional,219.41
10399,NORDIC MAYA,144.09,Internacional,12.63
10516,ESMERALDA C,78.75,Internacional,441.09
10403,EL CONDE,33.33,Marginal,43.01
10396,TXOPITUNA DOS,77.3,Internacional,27.51
10454,ISLAND PRIDE Nº1,27.28,Fondeo no comercial,313.21
10416,CARMEN D,44.42,Marginal,94.22
10384,DOMINADOR I,46.88,Marginal,86.06
10395,ALDO,47.85,Fondeo no comercial,20.23
10398,MONTENEME,54.6,Fondeo no comercial,24.82
10383,TARQUI,42.63,Marginal,268.49
10585,ISLAND PRIDE Nº1,27.28,Fondeo no comercial,96.32
10666,DON ANTONIO,38.91,Fondeo no comercial,464.99
10677,TXOPITUNA DOS,77.3,Internacional,464.82
10700,LIZI,67.29,Internacional,465.49
10575,ANDES IV,88.1,Fondeo no comercial,26.76
10814,DANILO C / P-04-0604,28.5,Internacional,138.26
10819,VICTORIA DEL MAR,62.7,Internacional,30.77
10820,ADRIANA,64.29,Internacional,71.81
10821,YELISAVA,50.4,Internacional,63.58
10822,EILEEN MARIE,51.6,Internacional,88.61
10823,OCEAN LADY,37.34,Internacional,145.4
10824,GIULIETTA,61.56,Internacional,128.78
10816,"ALTAR 6 /P-04-00827, ex Kyoshin Maru6",53.51,Fondeo no comercial,139.03
10826,MARTA LUCIA R,78.33,Internacional,172.43
10827,MIRELUR  NO USAR,69.02,Fondeo no comercial,172.28
10832,TXOPITUNA DOS,77.3,Internacional,270.07
10829,CABO MARZO,68.83,Internacional,243.93
10830,UGAVI DOS,77.44,Internacional,248.07
10839,MEDJUGORJE / P-04-00006,60.28,Internacional,305.81
10837,GOLD TUNA,56.35,Internacional,306.75
10848,JOCAY,91.1,Internacional,351.32
10877,ESMERALDA C,78.75,Internacional,453.15
10874,MARUJITA (EX TXIRRIÑE),49.0,Internacional,472.69
10858,CHARO,86.79,Internacional,425.27
10851,EL REY.,60.2,Internacional,385.84
10853,ROCIO,71.5,Fondeo no comercial,386.39
10854,FLORENTINO,107.5,Fondeo no comercial,389.96
10868,GRENADIER.,65.85,Internacional,461.95
10869,CAP. BERNY B,65.1,Internacional,471.94
10860,DON ALVARO,37.55,Internacional,425.49
10929,FRIO FIDELIS,84.8,Fondeo no comercial,724.7
10930,FRIO CONFIDANZE,92.75,Fondeo no comercial,724.83
10786,MIRY ANN  D,50.04,Fondeo no comercial,171.98
10787,DON BARTOLO,50.04,Fondeo no comercial,171.98
10788,MIRANDA,63.61,Fondeo no comercial,172.2
10772,SANSUN RANGER,65.14,Fondeo no comercial,172.22
10777,JO LINDA,40.17,Fondeo no comercial,171.83
10778,MILENKA C,46.0,Fondeo no comercial,171.92
10780,TRANSOCEANICO I,51.5,Fondeo no comercial,172.01
10781,TUNA I,45.1,Fondeo no comercial,171.9
10782,TUNAMAR,76.75,Internacional,91.01
10793,TICA SUPPLY,21.2,Fondeo no comercial,171.53
10794,AMERICAN EAGLE,59.87,Internacional,172.14
10795,ROUGHNECK,35.69,Fondeo no comercial,171.76
10796,BP. ANDREA,78.8,Fondeo no comercial,172.44
10797,BAMBINO -EX MAURITANIA,42.5,Fondeo no comercial,171.86
10798,FLOR,40.75,Fondeo no comercial,171.84
10799,LA PEÑA,73.33,Fondeo no comercial,172.35
10800,CARIBE TUNA,68.64,Fondeo no comercial,172.28
10801,DALMACIA C,35.23,Fondeo no comercial,171.75
10802,DORICA,40.75,Fondeo no comercial,171.84
10805,WAKASHIO MARU 85,68.84,Fondeo no comercial,172.28
10806,DIQUE CIUDAD DE PAITA,122.0,Fondeo no comercial,173.12
10807,COLOSUS,33.3,Fondeo no comercial,171.72
10808,DANIELITO,29.5,Fondeo no comercial,171.66
10809,LOS ROQUES,65.39,Fondeo no comercial,172.23
10784,ROMEO,24.08,Fondeo no comercial,171.57
10745,L JUBICA,89.28,Internacional,159.23
10746,BETTY ELIZABETH,34.19,Internacional,174.36
10747,BERNARDITA B,34.98,Fondeo no comercial,171.74
10748,ANDREA I,30.23,Fondeo no comercial,171.67
10749,"ANAIS / P-04-00414, ex Jacobita",36.58,Fondeo no comercial,171.77
10750,ALEJANDRA,42.03,Fondeo no comercial,171.86
10751,ALESHKA,56.93,Fondeo no comercial,172.09
10752,CHASCA,39.87,Fondeo no comercial,171.82
10753,DOÑA TULA,48.0,Fondeo no comercial,171.95
10754,FERNANDITO,27.81,Fondeo no comercial,53.6
10755,CHIARA,61.56,Fondeo no comercial,172.17
10756,DON ANTONIO,38.91,Fondeo no comercial,171.81
10757,HAKUREI MARU 8,60.81,Fondeo no comercial,172.15
10758,CHRISTELL II,33.46,Fondeo no comercial,171.72
10759,DOÑA MARUJA,45.5,Fondeo no comercial,171.91
10760,LIZI,67.29,Fondeo no comercial,172.26
10761,IGNACIO MAR I.,49.5,Fondeo no comercial,171.97
10763,LIZANNY Z,46.57,Fondeo no comercial,171.93
10764,MARINERO,18.0,Fondeo no comercial,171.48
10766,FORTICA,33.28,Internacional,72.32
10716,DAIICHI MARU Nº 25,46.75,Fondeo no comercial,95.91
10709,ARIETE,46.0,Fondeo no comercial,23.87
10710,NORTH QUEEN,35.87,Fondeo no comercial,36.72
10711,BALBINA,30.17,Fondeo no comercial,37.63
10712,LUCY,42.63,Internacional,42.46
10713,EL CONDE,33.33,Fondeo no comercial,46.68
10714,DANIELA,59.77,Fondeo no comercial,62.1
10946,EILEEN MARIE,51.6,Internacional,16.06
10951,GIULIETTA,61.56,Internacional,27.22
10960,DIVA MARIA,78.83,Internacional,46.5
11048,FRIO CONFIDANZE,92.75,Fondeo no comercial,653.28
11049,FRIO FIDELIS,84.8,Fondeo no comercial,653.15
10913,LUCIA T,52.52,Marginal,238.42
10969,MEDJUGORJE / P-04-00006,60.28,Internacional,101.02
11047,NUEVA CADIZ,31.09,Marginal,-4.94
11046,PATILLO,31.13,Marginal,-4.38
11103,MARY LYNN,33.46,Fondeo no comercial,78.07
11153,LUCIA T,52.52,Marginal,2406.31
11184,MEDJUGORJE / P-04-00006,60.28,Marginal,41.41
11183,TARQUI,42.63,Marginal,1641.5
11210,DANILO C / P-04-0604,28.5,Marginal,186.97
10812,KENY,55.97,Fondeo no comercial,169.1
10941,ROMEO,24.08,Fondeo no comercial,235.15
10973,EMILIO,72.0,Fondeo no comercial,23.88
10933,ARIETE,46.0,Marginal,151.32
10931,OCEAN LADY,37.34,Marginal,171.8
11078,ARIETE,46.0,Marginal,102.18
11102,ANTONIO H,39.53,Marginal,100.42
11131,ROMEO,24.08,Marginal,294.47
11185,DIANA MARIA,36.66,Fondeo no comercial,65.46
11253,FORTICA,33.28,Marginal,435.34
11255,DIANA MARIA,36.66,Marginal,246.57
11283,DANILO C / P-04-0604,28.5,Marginal,162.49
10618,NORTH QUEEN,35.87,Marginal,174.75
10785,NUEVA ESPERANZA.,30.2,Marginal,126.46
10715,JOSELITO,32.56,Fondeo no comercial,16.7
10744,TARQUI,42.63,Internacional,0.67
10624,LUCY,42.63,Marginal,221.4
10815,KILLA,39.87,Fondeo no comercial,11.03
10703,ORCHID ACE,199.99,Internacional,13.62
10945,CABO MARZO,68.83,Internacional,199.9
10961,DOÑA ROGE,56.97,Internacional,35.58
10985,KILLA,39.87,Marginal,77.36
10944,ANTONIO H,39.53,Fondeo no comercial,106.17
11082,DANILO C / P-04-0604,28.5,Marginal,650.04
11081,NUEVA CADIZ,31.09,Marginal,46.93
11079,EILEEN MARIE,51.6,Marginal,222.4
11135,CHRISTEL I (EX TASA 311),36.44,Fondeo no comercial,214.99
11134,NUEVA ESPERANZA.,30.2,Marginal,186.2
11132,DON ALVARO,37.55,Marginal,154.0
11155,OCEAN LADY,37.34,Marginal,387.71
11228,DOÑA NANCY,35.94,Marginal,191.21
10817,EMILIO,72.0,Fondeo no comercial,103.63
10955,DAIICHI MARU Nº 25,46.75,Fondeo no comercial,582.61
10947,JO LINDA,40.17,Fondeo no comercial,116.04
10942,CAP. BERNY B,65.1,Internacional,130.36
10948,BETTY ELIZABETH,34.19,Marginal,122.61
11080,FORTICA,33.28,Marginal,121.37
11133,DOÑA NANCY,35.94,Marginal,104.16
11136,MARY LYNN,33.46,Marginal,72.44
11211,NUEVA CADIZ,31.09,Marginal,788.96
11212,PATILLO,31.13,Marginal,792.23
11254,ARIETE,46.0,Marginal,193.29
10818,DOÑA ROGE,56.97,Internacional,115.1
10876,CAPE BRETON,83.25,Internacional,411.0
10920,THE KING,33.0,Fondeo no comercial,78.47
10697,LUCIA T,52.52,Marginal,90.52
10981,ADFINEST WEST,189.99,Internacional,48.8
10949,SEA GEM,68.0,Internacional,297.79
10957,ROCIO,71.5,Fondeo no comercial,129.3
10962,GOLD TUNA,56.35,Marginal,189.73
10950,EL CONDE,33.33,Marginal,100.25
10963,APOLLON LEADER,199.99,Internacional,14.13
11104,TARQUI,42.63,Marginal,135.76
11105,DIANA MARIA,36.66,Marginal,150.97
11157,ISLAND PRIDE Nº1,27.28,Marginal,316.4
11156,CAP. TINO B,34.98,Marginal,32.65
11186,JOSELITO,32.56,Marginal,426.11
11230,MEDJUGORJE / P-04-00006,60.28,Fondeo no comercial,164.16
11229,EL CONDE,33.33,Marginal,149.4
11256,CAP. BERNY B,65.1,Fondeo no comercial,1773.86
11287,ARIETE,46.0,Marginal,104.86
11285,MARY LYNN,33.46,Marginal,51.87
11289,CHRISTEL I (EX TASA 311),36.44,Marginal,4.1
11288,ANTONIO H,39.53,Marginal,1096.05
11284,ROMEO,24.08,Marginal,147.81
10856,ORION S,92.23,Internacional,273.26
10825,CABO DE HORNOS,55.0,Internacional,55.75
10966,MERIDIAN ACE,199.94,Internacional,-4.63
10974,SANSUN RANGER,65.14,Fondeo no comercial,135.45
10994,BARBOUNI,146.6,Internacional,81.34
10967,ALTAR 10,53.61,Fondeo no comercial,215.73
10975,CHASCA,39.87,Marginal,13.62
11058,NUEVA ESPERANZA.,30.2,Marginal,725.04
11051,THE KING,33.0,Marginal,23316.23
11054,ROMEO,24.08,Marginal,203.56
11084,PATILLO,31.13,Marginal,430.62
11106,LUCIA T,52.52,Marginal,216.93
11160,MARIA ISABEL,36.35,Marginal,129.69
11159,ROMEO,24.08,Marginal,54.19
11187,EILEEN MARIE,51.6,Marginal,197.94
11215,GINO D,53.45,Marginal,30.3
11286,MONTECRISTI,39.94,Marginal,75.41
10792,ISLAND PRIDE Nº1,27.28,Fondeo no comercial,30.07
10977,CHRISTEL I (EX TASA 311),36.44,Fondeo no comercial,95.59
10976,NUEVA ESPERANZA,23.9,Fondeo no comercial,115.27
10965,DIEGO ARMANDO,15.65,Marginal,125.55
10980,CABO DE HORNOS,55.0,Internacional,110.44
10964,LUCY,42.63,Marginal,77.57
10984,ALEJANDRA,42.03,Marginal,211.27
11053,DANILO C / P-04-0604,28.5,Marginal,122.73
11085,MARY LYNN,33.46,Marginal,71.86
11162,GLORIA C,31.85,Marginal,75.69
11188,JO LINDA,40.17,Fondeo no comercial,80.03
11189,NUEVA ESPERANZA.,30.2,Marginal,20.68
11213,JOSELITO,32.56,Marginal,169.02
11214,GLORIA C,31.85,Marginal,772.34
11257,DOÑA NANCY,35.94,Marginal,79.91
10803,FARALLON,119.95,Fondeo no comercial,9.33
10783,AUTO ATLAS,199.53,Internacional,11.97
10831,ALESHKA,56.93,Fondeo no comercial,265.89
10833,AMERICAN EAGLE,59.87,Internacional,244.93
10834,LA PEÑA,73.33,Fondeo no comercial,667.28
10835,ROUGHNECK,35.69,Marginal,1230.85
10776,DIQUE CIUDAD DE PAITA,122.0,Fondeo no comercial,1232.22
10768,BP. ANDREA,78.8,Fondeo no comercial,287.25
10769,CARIBE TUNA,68.64,Fondeo no comercial,639.19
10770,LOS ROQUES,65.39,Fondeo no comercial,454.09
10771,MIRELUR  NO USAR,69.02,Fondeo no comercial,141.05
10773,TRANSOCEANICO I,51.5,Fondeo no comercial,1231.1
10734,EMILIO,72.0,Fondeo no comercial,367.16
10735,ALEJANDRA,42.03,Marginal,424.71
10732,DON ANTONIO,38.91,Marginal,430.66
10725,HAKUREI MARU 8,60.81,Fondeo no comercial,1231.25
10726,MIRANDA,63.61,Fondeo no comercial,127.96
10727,WAKASHIO MARU 85,68.84,Fondeo no comercial,1231.38
10729,DOÑA TULA,48.0,Marginal,596.85
10730,COLOSUS,33.3,Marginal,1230.81
10740,SANSUN RANGER,65.14,Fondeo no comercial,468.61
10741,CHASCA,39.87,Marginal,289.16
10738,ANDREA I,30.23,Marginal,1235.3
10762,DALMACIA C,35.23,Marginal,377.59
10722,CABO DE HORNOS,55.0,Internacional,125.82
10723,CHRISTELL II,33.46,Marginal,1230.82
10719,LIZANNY Z,46.57,Marginal,1233.73
10720,MARTA LUCIA R,78.33,Internacional,217.22
10983,ANTILEN,29.0,Marginal,8.6
10978,CAP. DANNY B,34.98,Marginal,101.57
11055,NORTH QUEEN,35.87,Marginal,239.27
11087,DIANA MARIA,36.66,Marginal,152.7
11086,DON MARIO,50.43,Marginal,425.38
11107,EILEEN MARIE,51.6,Marginal,167.42
11137,DIANA MARIA,36.66,Marginal,296.82
11161,CAP. DANNY B,34.98,Marginal,123.93
11232,OCEAN LADY,37.34,Marginal,99.39
11235,MONTECRISTI,39.94,Marginal,10.11
11231,CAP. DANNY B,34.98,Marginal,102.97
11258,CAP. TINO B,34.98,Marginal,198.41
11260,SOUTHERN QUEEN,36.8,Marginal,163.13
11261,EL CONDE,33.33,Marginal,188.3
11259,OCEAN LADY,37.34,Marginal,196.61
10733,BETTY ELIZABETH,34.19,Fondeo no comercial,277.38
10790,FARALLON,119.95,Fondeo no comercial,72.68
10774,JO LINDA,40.17,Fondeo no comercial,221.46
10775,DANIELITO,29.5,Fondeo no comercial,93.25
10958,TICA SUPPLY,21.2,Fondeo no comercial,532.26
10959,BAMBINO -EX MAURITANIA,42.5,Fondeo no comercial,532.59
10742,FERNANDITO,27.81,Fondeo no comercial,544.92
10743,TUNA I,45.1,Fondeo no comercial,240.1
10724,MILENKA C,46.0,Fondeo no comercial,291.6
10731,LIZI,67.29,Fondeo no comercial,306.94
10736,DON BARTOLO,50.04,Fondeo no comercial,334.68
10737,ISLAND PRIDE Nº1,27.28,Fondeo no comercial,143.26
10739,IGNACIO MAR I.,49.5,Fondeo no comercial,166.15
10721,CHIARA,61.56,Fondeo no comercial,438.89
10810,OPAL ACE,199.99,Internacional,-1.18
10979,MIRANDA,63.61,Internacional,106.55
10982,JOSELITO,32.56,Marginal,167.47
11057,CARMEN D,44.42,Marginal,235.93
11056,LUCIA T,52.52,Marginal,267.81
11139,GLORIA C,31.85,Marginal,244.52
11233,JOSELITO,32.56,Marginal,340.13
11263,ROMEO,24.08,Marginal,103.91
10813,PRINSENDAM,204.0,Internacional,0.84
10838,DOMINADOR I,46.88,Marginal,82.04
10875,JORGE MARIO,56.2,Internacional,279.89
10840,CHRISTEL I (EX TASA 311),36.44,Marginal,98.58
10986,DON ANTONIO,38.91,Fondeo no comercial,55.17
10990,MARUJITA (EX TXIRRIÑE),49.0,Marginal,2905.72
11059,EILEEN MARIE,51.6,Marginal,121.04
11088,JOSELITO,32.56,Marginal,223.41
11108,FORTICA,33.28,Marginal,162.14
11109,BETTY ELIZABETH,34.19,Marginal,162.62
11138,MONTECRISTI,39.94,Marginal,118.85
11163,NUEVA ESPERANZA.,30.2,Marginal,2.35
11234,NORTH QUEEN,35.87,Marginal,119.49
11265,NORTH QUEEN,35.87,Marginal,287.17
11269,CAP. DANNY B,34.98,Marginal,140.2
11266,GOLD TUNA,56.35,Fondeo no comercial,313.68
11290,MARUJITA (EX TXIRRIÑE),49.0,Marginal,1327.9
10878,JULIA D,62.29,Fondeo no comercial,261.19
10845,VICTORIA DEL MAR,62.7,Internacional,102.64
10988,NORTH QUEEN,35.87,Marginal,222.73
11050,ORION S,92.23,Fondeo comercial,417.03
10989,ALTAR 8,53.51,Fondeo no comercial,125.67
10987,DON ALVARO,37.55,Marginal,101.47
10995,ALDO,47.85,Marginal,224.8
11060,BETTY ELIZABETH,34.19,Marginal,214.98
11110,DOÑA NANCY,35.94,Marginal,296.89
11164,NORTH QUEEN,35.87,Marginal,117.11
11268,EILEEN MARIE,51.6,Marginal,409.21
11264,MARY LYNN,33.46,Marginal,89.35
11291,VICTORIA DEL MAR,62.7,Fondeo no comercial,153.19
10843,JANE IV,78.5,Internacional,71.19
10828,DOÑA NANCY,35.94,Marginal,157.5
11000,BALBINA,30.17,Fondeo no comercial,71.36
11001,TUNA I,45.1,Marginal,13.64
11089,DON ALVARO,37.55,Marginal,197.37
11165,DON ALVARO,37.55,Marginal,242.73
11293,DIANA MARIA,36.66,Marginal,967.14
11292,DON ANTONIO,38.91,Fondeo no comercial,52.96
11312,DANILO C / P-04-0604,28.5,Fondeo no comercial,119.82
11335,ROMEO,24.08,Marginal,617.71
11373,DON ALVARO,37.55,Marginal,151.16
11376,PATILLO,31.13,Marginal,1035.83
11375,NUEVA CADIZ,31.09,Marginal,962.08
11578,CARIBE TUNA,68.64,Internacional,1721.07
11543,ANDREA,33.95,Marginal,115.2
11566,DOÑA CHULE,51.65,Fondeo no comercial,155.08
11541,GINO D,53.45,Fondeo no comercial,1275.45
11563,CONNIE JEAN TWO,45.75,Marginal,141.02
11577,SEA GEM,68.0,Fondeo comercial,1517.35
11574,IGNACIO MAR I.,49.5,Fondeo no comercial,1666.29
11576,FUJI,56.54,Fondeo no comercial,890.51
11575,CHIARA,61.56,Fondeo no comercial,1694.2
